domain,source_category_l1,source_category_l1_cn,source_type,source_type_cn,ecosystem,classification_status,classification_method,classification_confidence,classification_evidence
yslw.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,牙舒丽网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“牙舒丽网”；标题样本“2026十大世界种植体品牌及价格全公开:高端选ITI/诺贝尔，性价比选韩系，便宜选国产_“牙舒丽网发布”的资讯案例 || 2026年国内种植牙品牌排名前十及价格表:创英/百康特领衔”
dingxinwen.cn,news_media,新闻与媒体,news_media,综合新闻媒体,顶端新闻,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“顶端新闻”；标题样本“2025年中国文旅集团品牌传播力100强榜单-顶端新闻 || 单店月收176万、排队1小时,2026高端泰奶翻红, || 拒绝家装消费套路有妙招——顶端新闻”"
fujian.gov.cn,government_public,政府与公共机构,government_public,政府机构,福建省人民政府,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“福建省人民政府”；标题样本“厦门市就业居住户口迁移审批事项 || 厦门市稳定住所落户事项 || 福建省网上办事大厅-福建政务服务网-马上就办 · 全程网办 · 一网通办”
huazhu.com,brand_corporate,品牌与企业官网,brand_corporate,品牌与企业官网,华住会,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“华住会”；标题样本“全季酒店预订_价格_电话_地址【华住酒店官网】”
xdjd.cn,vertical_professional,垂直专业内容,technology_content,科技专业内容,现代家电网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“现代家电网”；标题样本“以科技臻造品质厨居 全新智慧厨电发布 || 无人家务更进一步 ， 海尔行业首发最高L4级智能体套系Seeker || 海尔智家亮相2026印尼雅加达博览会”
bbtnews.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,北京商报,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“北京商报”；标题样本“2026年外卖必点榜发布 地方老字号、本地特色等门店占比提升至七成 || 永辉超市发布2026新年礼盒矩阵 定制礼盒占比达40% || 选用98%高浓度真可可,喜茶全国上新茶坊苦巧”"
booking.com,business_services,商业信息与服务,travel_service,旅行与酒店信息服务,,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“Booking.com”；标题样本“Jun Bo Xuan Boutique Hotel (民宿)（中国）优惠 || Somerset Yangtze River Chongqing (公寓)（中国）优惠 || 网络”
cnipa.gov.cn,government_public,政府与公共机构,government_public,政府机构,国家知识产权局,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“国家知识产权局”；标题样本“2026年3月审批设立的专利代理机构 || 2026年4月审批设立的专利代理机构 || 成立商标代理机构需要什么条件?流程是怎样的?”
wuxi.gov.cn,government_public,政府与公共机构,government_public,政府机构,无锡市人民政府,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“无锡市人民政府”；标题样本“无锡市开展基因检测的医疗机构名单 || 无锡市提供健康人群新冠病毒核酸检测医疗机构名单公示 || 无锡市核酸检测报告(出具双语)采样点名单”
chyxx.com,research_documentation,研究与文档,industry_research,行业研究与数据,智研咨询,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“智研咨询”；标题样本“研判2025!中国卡丁车俱乐部行业发展背景、产业链、市场规模、重点品牌及前景展望:消费观念转变推动新兴运动发展，卡丁车俱乐部规模达44.3亿元[图]_智研咨询 || 研判2025!”
goodhousekeeping.com,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,Good Housekeeping,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“Good Housekeeping”；标题样本“35 Most Popular Gifts of 2026, According to a Pro Gift Giver || The Best Espresso Machines”"
cqcb.com,news_media,新闻与媒体,news_media,综合新闻媒体,上游新闻,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“上游新闻”；标题样本“大渡口老字号“沈家仁”品牌创始人任喜凤:三十年成就街坊邻居心里的“头牌牛肉面” || 武汉调整优化落户政策公开征集意见 放宽买房落户条件-上游新闻 汇聚向上的力量”
jdpower.com,research_documentation,研究与文档,industry_research,行业研究与数据,J.D. Power,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“J.D. Power”；标题样本“2025中国汽车品牌口碑指数NPS | JD Power || j.d.power2026中国新能源汽车产品魅力指数研究（nev-apeal）”
mafengwo.cn,business_services,商业信息与服务,travel_service,旅行与酒店信息服务,马蜂窝,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“马蜂窝”；标题样本“曲靖酒店预订 - 马蜂窝 || 正宗粤菜好好味 || 涟源美食推荐 - 马蜂窝”
cjn.cn,government_public,政府与公共机构,public_institution,公共机构,武汉城市留言板,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“武汉城市留言板”；标题样本“市公安局-政府部门-武汉城市留言板 || 武汉开发区-各区(功能区)-武汉城市留言板 || 江岸区-各区(功能区)-武汉城市留言板”
cheaa.com,vertical_professional,垂直专业内容,technology_content,科技专业内容,中国家电网,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“中国家电网”；标题样本“AWE2026闭幕:AI科技集中亮相,产业创新动能持续释放 || 格力“真AI爱”引爆AWE2026 || 美的携手华为：全球首台鸿蒙智选美的智能空调上市”"
naibabao.com,vertical_professional,垂直专业内容,health_content,医疗健康内容,奶爸保,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“奶爸保”；标题样本“【测评】热销定期寿险深度测评 - 奶爸保 || 定期寿险保什么适合谁?2026普通人怎么选更划算?”
yohohongkong.com,business_services,商业信息与服务,ecommerce,电商平台,yohohongkong,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“yohohongkong”；标题样本“中秋月餅推薦2026！10+半島/望月/皇玥/流心奶黃/榴槤冰皮 ... || 蒸焗炉选购指南2026!8款人气蒸焗炉推介及优惠+消委会评测比较 | 友和 YOHO”
mydrivers.com,vertical_professional,垂直专业内容,technology_content,科技专业内容,快科技,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“快科技”；标题样本“2025年家用投影仪年终盘点:全价位标杆机型选购指南-快科技-科技改变生活 || Mini LED只要2499元起！小米REDMI电视X55/65/75 2026开售 || 全球首”
qdxw.com.cn,news_media,新闻与媒体,news_media,综合新闻媒体,,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“qdxw.com.cn”；标题样本“2026年京东淘宝618活动全面开启!618活动哪天·最便宜优惠力度最大?附618大促时间表,手机家电国补入口领取方法一览!”"
shobserver.com,news_media,新闻与媒体,news_media,综合新闻媒体,上观新闻,reviewed,manual_review,high,"人工复核域名、站点名与标题样本：站点名“上观新闻”；标题样本“万花筒主题+限定新品，喜茶迪士尼小镇店焕新回归 || 上海首店2,普陀首店2!上海环球港连开4家人气新店”"
dayi.org.cn,vertical_professional,垂直专业内容,health_content,医疗健康内容,中国医药信息查询平台,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“中国医药信息查询平台”；标题样本“过敏性鼻炎 || 退烧药”
hupu.com,platform_community,平台与社区,interest_community,兴趣与生活社区,虎扑,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“虎扑”；标题样本“蜜雪冰城_奶茶品牌_虎扑评分 || 蜜雪冰城必喝榜_虎扑评分”
hznet.tv,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,,reviewed,manual_review,medium,人工复核域名、站点名与标题样本：站点名“hznet.tv”；标题样本“2026优选:广州平价温泉度假村哪家值得去五家企业多人种草-逸海驰温泉酒店 || 2026年资深新手快餐店、餐饮网红品牌哪家好吃指南:数据驱动的五家优选品牌深度评测与避坑参考-小禾”
bang.cn,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,榜中榜,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“榜中榜”；标题样本“中国十大好喝奶茶榜中榜 || 广州十大著名茶楼排名 广州早茶哪里好 老广州必去的早茶餐厅推荐→榜中榜”
pchouse.com.cn,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,太平洋家居网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“太平洋家居网”；标题样本“新帝豪门窗 (NEHOW) 品牌专区_太平洋家居网产品库 || 耀世启幕｜伊盾门窗4000㎡一站式采购中心开业盛典圆满收官”
w10.cn,business_services,商业信息与服务,commercial_recommendation,商业推荐与榜单内容,,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“w10.cn”；标题样本“2025年11月国内滑雪场地Top10推荐榜单：专业评测与避坑指南 || 帐篷：从功能分类到使用维护的全方位专业解析 || 现今市面上口碑好的采耳服务商家排行top10”
mama.cn,vertical_professional,垂直专业内容,consumer_lifestyle_content,消费与生活内容,妈妈网,reviewed,manual_review,high,人工复核域名、站点名与标题样本：站点名“妈妈网”；标题样本“产后康复到底做不做?社区医院VS月子中心花钱避坑指南_妈妈网孕育”
